time,duration
2026-05-01 21:09:53,0.386739
2026-05-01 21:09:54,1.620786
2026-05-01 21:09:57,1.661962
2026-05-01 21:10:00,0.967512
2026-05-01 21:10:01,1.560452
2026-05-01 21:10:04,0.936072
