Timestamp,Button,State
2026-08-25 19:45:05.923830,BUTTON_1,RELEASED
2026-08-25 19:45:09.105070,BUTTON_1,PRESSED
2026-08-25 19:45:09.660915,BUTTON_1,RELEASED
2026-08-25 19:45:11.514855,BUTTON_2,RELEASED
